#  Table S1: These are the weighted harmonic mean of the GTEx VG estimates from different tissues. These estimates are not recommended for use in ANEVA-DOT.	
#GeneID	Avg_VG
ENSG00000112312	0.000853599
ENSG00000112319	0.00362255
ENSG00000112320	0.00126033
ENSG00000112335	0.00242419
ENSG00000112337	0.00195062
ENSG00000112339	0.00126174
ENSG00000112343	0.00343712
ENSG00000112365	0.0126531
ENSG00000112367	0.00146495
ENSG00000112378	0.00238495
ENSG00000112394	0.00187373
ENSG00000112406	0.00126822
ENSG00000112414	0.0033653
ENSG00000112419	0.00371685
ENSG00000112425	0.00446818
ENSG00000112486	0.0107096
ENSG00000112494	0.0763115
ENSG00000112530	0.00486488
ENSG00000112531	0.0017892
ENSG00000112539	0.0564785
ENSG00000112541	0.00148138
ENSG00000112559	0.00231606
ENSG00000112561	0.0013371
ENSG00000112562	0.00605504
ENSG00000112576	0.00130738
ENSG00000112578	0.00055066
ENSG00000112584	0.00215495
ENSG00000112592	0.00168566
ENSG00000112619	0.0452149
ENSG00000112624	0.00164778
ENSG00000112655	0.00158487
ENSG00000112658	0.000742142
ENSG00000112659	0.00152116
ENSG00000112667	0.00743362
ENSG00000112679	0.00367423
ENSG00000112685	0.00297675
ENSG00000112695	0.00258762
ENSG00000112697	0.00167558
ENSG00000112699	0.00406859
ENSG00000112701	0.00229352
ENSG00000112715	0.00287074
ENSG00000112739	0.00101214
ENSG00000112742	0.000346739
ENSG00000112759	0.00106241
ENSG00000112763	0.00135024
ENSG00000112769	0.00323248
ENSG00000112773	0.00295328
ENSG00000112782	0.00517782
ENSG00000112787	0.00132096
ENSG00000112796	0.00826406
ENSG00000112812	0.00112983
ENSG00000112818	0.00171697
ENSG00000112837	0.00640191
ENSG00000112851	0.000947338
ENSG00000112874	0.0246819
ENSG00000112877	0.00817178
ENSG00000112893	0.0018798
ENSG00000112902	0.00501409
ENSG00000112936	0.0140883
ENSG00000112941	0.00231285
ENSG00000112964	0.00473066
ENSG00000112972	0.00127511
ENSG00000112977	0.00279154
ENSG00000112983	0.00156869
ENSG00000112992	0.00268775
ENSG00000112996	0.00083252
ENSG00000113013	0.000951639
ENSG00000113048	0.00140775
ENSG00000113068	0.00134731
ENSG00000113070	0.00142162
ENSG00000113083	0.00328574
ENSG00000113108	0.00145799
ENSG00000113119	0.00592592
ENSG00000113140	0.00259354
ENSG00000113141	0.00656227
ENSG00000113161	0.00148108
ENSG00000113163	0.00142469
ENSG00000113194	0.00100132
ENSG00000113196	0.00148586
ENSG00000113231	0.00396093
ENSG00000113240	0.00425096
ENSG00000113263	0.00771327
ENSG00000113269	0.0025041
ENSG00000113272	0.0028733
ENSG00000113273	0.0127456
ENSG00000113282	0.00264368
ENSG00000113296	0.00952836
ENSG00000113300	0.00267039
ENSG00000113303	0.0408068
ENSG00000113318	0.0171106
ENSG00000113319	0.00491509
ENSG00000113327	0.0015511
ENSG00000113328	0.00089746
ENSG00000113360	0.00340547
ENSG00000113361	0.0173034
ENSG00000113368	0.00129377
ENSG00000113369	0.000882643
ENSG00000113384	0.000696213
ENSG00000113389	0.00957026
ENSG00000113391	0.00538784
ENSG00000113396	0.0400057
ENSG00000113407	0.00129865
ENSG00000113430	0.00189736
ENSG00000113441	0.00111181
ENSG00000113448	0.00328775
ENSG00000113456	0.00134093
ENSG00000113492	0.0191679
ENSG00000113504	0.00367916
ENSG00000113532	0.00523906
ENSG00000113552	0.00206275
ENSG00000113555	0.00216104
ENSG00000113558	0.000639733
ENSG00000113569	0.00174756
ENSG00000113575	0.000704388
ENSG00000113578	0.00331671
ENSG00000113580	0.00145696
ENSG00000113593	0.00195372
ENSG00000113594	0.00311939
ENSG00000113595	0.00245887
ENSG00000113597	0.000766744
ENSG00000113600	0.00660639
ENSG00000113621	0.00347778
ENSG00000113638	0.00487329
ENSG00000113643	0.00127952
ENSG00000113645	0.00112644
ENSG00000113648	0.0012888
ENSG00000113649	0.000801839
ENSG00000113657	0.00136776
ENSG00000113658	0.00214713
ENSG00000113712	0.00249706
ENSG00000113716	0.00226777
ENSG00000113719	0.00183107
ENSG00000113721	0.00185175
ENSG00000113722	0.00240682
ENSG00000113739	0.0109807
ENSG00000113742	0.00136085
ENSG00000113749	0.000551913
ENSG00000113758	0.00113143
ENSG00000113761	0.00093567
ENSG00000113763	0.00407696
ENSG00000113805	0.00275693
ENSG00000113810	0.00240183
ENSG00000113811	0.0011554
ENSG00000113812	0.00505355
ENSG00000113845	0.00126702
ENSG00000113851	0.00193448
ENSG00000113889	0.004449
ENSG00000113905	0.00848411
ENSG00000113916	0.00152394
ENSG00000113924	0.00289904
ENSG00000113971	0.0115194
ENSG00000114013	0.00670598
ENSG00000114019	0.00229165
ENSG00000114021	0.00899466
ENSG00000114023	0.00141147
ENSG00000114026	0.00299011
ENSG00000114030	0.000892613
ENSG00000114098	0.00849813
ENSG00000114107	0.00456809
ENSG00000114115	0.00311113
ENSG00000114120	0.00087782
ENSG00000114125	0.00117625
ENSG00000114126	0.00134571
ENSG00000114127	0.00146962
ENSG00000114166	0.00139948
ENSG00000114200	0.00286208
ENSG00000114204	0.0413334
ENSG00000114248	0.00191128
ENSG00000114251	0.0108766
ENSG00000114268	0.00192145
ENSG00000114270	0.00205431
ENSG00000114279	0.00279172
ENSG00000114302	0.00138661
ENSG00000114315	0.00668561
ENSG00000114316	0.00173509
ENSG00000114331	0.00140384
ENSG00000114346	0.000495241
ENSG00000114353	0.000639947
ENSG00000114354	0.00141896
ENSG00000114378	0.00693903
ENSG00000114391	0.00517885
ENSG00000114423	0.00190017
ENSG00000114439	0.00108597
ENSG00000114446	0.00416898
ENSG00000114450	0.00193731
ENSG00000114455	0.00228171
ENSG00000114473	0.0020573
ENSG00000114480	0.00177768
ENSG00000114487	0.0241063
ENSG00000114491	0.0037626
ENSG00000114503	0.00124836
ENSG00000114520	0.0015279
ENSG00000114529	0.00357291
ENSG00000114541	0.00428016
ENSG00000114544	0.00341964
ENSG00000114554	0.0013181
ENSG00000114573	0.00176334
ENSG00000114626	0.00257253
ENSG00000114631	0.000712188
ENSG00000114646	0.00214308
ENSG00000114648	0.00423746
ENSG00000114650	0.0021389
ENSG00000114654	0.00380043
ENSG00000114670	0.00870702
ENSG00000114698	0.00326877
ENSG00000114735	0.00321554
ENSG00000114737	0.00193279
ENSG00000114738	0.00128378
ENSG00000114739	0.000601299
ENSG00000114742	0.000989
ENSG00000114744	0.00213424
ENSG00000114745	0.00129354
ENSG00000114757	0.00170285
ENSG00000114770	0.00249849
ENSG00000114771	0.022504
ENSG00000114784	0.0343273
ENSG00000114790	0.00219329
ENSG00000114796	0.00407088
ENSG00000114812	0.0029148
ENSG00000114841	0.00119498
ENSG00000114850	0.0022009
ENSG00000114853	0.00107445
ENSG00000114857	0.0015838
ENSG00000114859	0.00153289
ENSG00000114867	0.00104402
ENSG00000114902	0.00150391
ENSG00000114904	0.00188814
ENSG00000114923	0.00185083
ENSG00000114933	0.0137114
ENSG00000114942	0.0116253
ENSG00000114948	0.0269284
ENSG00000114956	0.00224974
ENSG00000114978	0.00114232
ENSG00000114982	0.000685261
ENSG00000114993	0.00175956
ENSG00000114999	0.00146798
ENSG00000115008	0.00435422
ENSG00000115020	0.00142787
ENSG00000115041	0.0381995
ENSG00000115053	0.00119773
ENSG00000115073	0.00141956
ENSG00000115084	0.00260119
ENSG00000115085	0.00156421
ENSG00000115091	0.00162087
ENSG00000115107	0.00656837
ENSG00000115109	0.00292634
ENSG00000115112	0.003324
ENSG00000115128	0.00182248
ENSG00000115129	0.00660036
ENSG00000115137	0.000705944
ENSG00000115138	0.00218373
ENSG00000115145	0.00210263
ENSG00000115159	0.00177629
ENSG00000115163	0.00689999
ENSG00000115165	0.00166155
ENSG00000115170	0.00133443
ENSG00000115183	0.00230787
ENSG00000115204	0.00822036
ENSG00000115207	0.00163849
ENSG00000115211	0.00108806
ENSG00000115216	0.00609776
ENSG00000115221	0.00330066
ENSG00000115226	0.00065299
ENSG00000115232	0.00373914
ENSG00000115233	0.00101319
ENSG00000115234	0.00571805
ENSG00000115239	0.000917388
ENSG00000115241	0.00175197
ENSG00000115252	0.00117896
ENSG00000115255	0.00264647
ENSG00000115257	0.0088956
ENSG00000115266	0.00353246
ENSG00000115267	0.00367654
ENSG00000115271	0.0038701
ENSG00000115274	0.000961355
ENSG00000115275	0.00281965
ENSG00000115282	0.00195065
ENSG00000115286	0.000663008
ENSG00000115290	0.00144034
ENSG00000115295	0.00212906
ENSG00000115306	0.00242865
ENSG00000115307	0.00141622
ENSG00000115310	0.00186664
ENSG00000115339	0.00466612
ENSG00000115350	0.00282186
ENSG00000115353	0.0307044
ENSG00000115355	0.00169844
ENSG00000115361	0.00225252
ENSG00000115363	0.00220884
ENSG00000115364	0.0139581
ENSG00000115365	0.001783
ENSG00000115368	0.00327117
ENSG00000115380	0.0025168
ENSG00000115386	0.0113476
ENSG00000115392	0.00168557
ENSG00000115414	0.00309161
ENSG00000115415	0.00085093
ENSG00000115419	0.00178032
ENSG00000115425	0.00481049
ENSG00000115446	0.00210313
ENSG00000115459	0.00213261
ENSG00000115461	0.00467277
ENSG00000115464	0.000959783
ENSG00000115468	0.00270046
ENSG00000115484	0.00221414
ENSG00000115486	0.00703802
ENSG00000115504	0.00102532
ENSG00000115520	0.00126274
ENSG00000115523	0.12049
ENSG00000115524	0.000581336
ENSG00000115525	0.00325756
ENSG00000115526	0.00216978
ENSG00000115540	0.00103753
ENSG00000115541	0.00207354
ENSG00000115548	0.00114426
ENSG00000115556	0.0023202
ENSG00000115561	0.00241497
ENSG00000115568	0.00147439
ENSG00000115590	0.00906177
ENSG00000115592	0.00218676
ENSG00000115593	0.00488311
ENSG00000115594	0.00182629
ENSG00000115598	0.00198543
ENSG00000115602	0.0343662
ENSG00000115604	0.0180715
ENSG00000115607	0.0550798
ENSG00000115616	0.000764963
ENSG00000115641	0.00247573
ENSG00000115648	0.0115665
ENSG00000115649	0.00164028
ENSG00000115657	0.00129657
ENSG00000115661	0.0047163
ENSG00000115677	0.00133225
ENSG00000115685	0.00190853
ENSG00000115687	0.00319847
ENSG00000115694	0.00171983
ENSG00000115705	0.111798
ENSG00000115718	0.00518484
ENSG00000115738	0.00183985
ENSG00000115750	0.00331918
ENSG00000115756	0.00286134
ENSG00000115758	0.000721336
ENSG00000115760	0.00116396
ENSG00000115761	0.00178984
ENSG00000115762	0.000814457
ENSG00000115806	0.000569569
ENSG00000115808	0.00439421
ENSG00000115816	0.00300044
ENSG00000115825	0.00253335
ENSG00000115827	0.00141266
ENSG00000115828	0.00711748
ENSG00000115839	0.00223448
ENSG00000115840	0.00171015
ENSG00000115884	0.0027609
ENSG00000115896	0.00441594
ENSG00000115902	0.0024419
ENSG00000115904	0.00152693
ENSG00000115919	0.0153169
ENSG00000115935	0.00121763
ENSG00000115942	0.00775114
ENSG00000115944	0.00136837
ENSG00000115946	0.0019956
ENSG00000115947	0.00395144
ENSG00000115956	0.00302827
ENSG00000115963	0.00246742
ENSG00000115970	0.00224623
ENSG00000115977	0.000969228
ENSG00000115993	0.00112287
ENSG00000115998	0.000335552
ENSG00000116001	0.00222667
ENSG00000116005	0.00217347
ENSG00000116016	0.00115239
ENSG00000116017	0.00102261
ENSG00000116031	0.0404882
ENSG00000116032	0.0830243
ENSG00000116035	0.010701
ENSG00000116039	0.0298074
ENSG00000116044	0.0182588
ENSG00000116062	0.00156891
ENSG00000116106	0.00418337
ENSG00000116117	0.00132883
ENSG00000116120	0.00104851
ENSG00000116127	0.00127058
ENSG00000116128	0.00103776
ENSG00000116132	0.00333149
ENSG00000116133	0.00313812
ENSG00000116138	0.00191792
ENSG00000116147	0.000853734
ENSG00000116151	0.00684588
ENSG00000116157	0.0267734
ENSG00000116161	0.00122543
ENSG00000116171	0.00151344
ENSG00000116176	0.0524826
ENSG00000116183	0.00395458
ENSG00000116191	0.00186627
ENSG00000116194	0.005384
ENSG00000116198	0.00343402
ENSG00000116199	0.00118008
ENSG00000116212	0.00142992
ENSG00000116213	0.00172187
ENSG00000116218	0.0327299
ENSG00000116221	0.00141252
ENSG00000116237	0.00336379
ENSG00000116251	0.000692424
ENSG00000116254	0.000892252
ENSG00000116260	0.00198305
ENSG00000116266	0.00092662
ENSG00000116273	0.00219009
ENSG00000116285	0.00209339
ENSG00000116288	0.00680596
ENSG00000116299	0.00243583
ENSG00000116337	0.000985636
ENSG00000116350	0.0015064
ENSG00000116353	0.00232862
ENSG00000116406	0.00458881
ENSG00000116455	0.00189052
ENSG00000116459	0.00393405
ENSG00000116473	0.0080488
ENSG00000116478	0.000563365
ENSG00000116489	0.00383367
ENSG00000116497	0.00137785
ENSG00000116514	0.000857236
ENSG00000116521	0.00156045
ENSG00000116525	0.00710699
ENSG00000116539	0.0011957
ENSG00000116560	0.000763219
ENSG00000116574	0.00260171
ENSG00000116580	0.00164225
ENSG00000116584	0.00136073
ENSG00000116586	0.000881636
ENSG00000116604	0.00136684
ENSG00000116641	0.00802004
ENSG00000116649	0.00282995
ENSG00000116661	0.00213034
ENSG00000116663	0.00257154
ENSG00000116667	0.00180568
ENSG00000116668	0.00111501
ENSG00000116675	0.00136594
ENSG00000116678	0.00510538
ENSG00000116679	0.00248729
ENSG00000116685	0.00138532
ENSG00000116688	0.00108559
ENSG00000116690	0.003749
ENSG00000116691	0.00147689
ENSG00000116698	0.0010785
ENSG00000116701	0.00276732
ENSG00000116704	0.00082066
ENSG00000116717	0.0112107
ENSG00000116729	0.0020061
ENSG00000116731	0.00123784
ENSG00000116741	0.00904281
ENSG00000116747	0.00261259
ENSG00000116748	0.00845579
ENSG00000116752	0.00145168
ENSG00000116754	0.00181559
ENSG00000116761	0.000691074
ENSG00000116771	0.00851313
ENSG00000116774	0.0047767
ENSG00000116786	0.00125319
ENSG00000116791	0.0340728
ENSG00000116793	0.00216562
ENSG00000116809	0.00126466
ENSG00000116815	0.0025762
ENSG00000116824	0.000950241
ENSG00000116830	0.00479749
ENSG00000116833	0.00191895
ENSG00000116852	0.00154344
ENSG00000116857	0.00411248
ENSG00000116871	0.000608403
ENSG00000116874	0.00598526
ENSG00000116882	0.00416686
ENSG00000116883	0.014407
ENSG00000116885	0.00426843
ENSG00000116898	0.000764892
ENSG00000116903	0.00387509
ENSG00000116906	0.00141414
ENSG00000116922	0.00178677
ENSG00000116954	0.000835975
ENSG00000116962	0.00267839
ENSG00000116977	0.00343444
ENSG00000116983	0.00180712
ENSG00000116984	0.00245832
ENSG00000116985	0.00417955
ENSG00000116990	0.00591253
ENSG00000116991	0.00180021
ENSG00000117000	0.00113284
ENSG00000117009	0.00422298
ENSG00000117013	0.00115153
ENSG00000117016	0.000665924
ENSG00000117020	0.00105961
ENSG00000117036	0.00767064
ENSG00000117054	0.00417285
ENSG00000117090	0.00428232
ENSG00000117091	0.00511607
ENSG00000117114	0.00167409
ENSG00000117115	0.00460594
ENSG00000117122	0.012935
ENSG00000117133	0.00129487
ENSG00000117139	0.00140148
ENSG00000117143	0.0106319
ENSG00000117148	0.00401893
ENSG00000117151	0.00412412
ENSG00000117152	0.00174777
ENSG00000117154	0.00119088
ENSG00000117155	0.000956091
ENSG00000117174	0.00123814
ENSG00000117222	0.00181426
ENSG00000117226	0.0908165
ENSG00000117228	0.00302639
ENSG00000117245	0.00915679
ENSG00000117266	0.00309167
ENSG00000117280	0.00361616
ENSG00000117298	0.00117627
ENSG00000117305	0.000985779
ENSG00000117318	0.00128744
ENSG00000117322	0.00443134
ENSG00000117335	0.00424874
ENSG00000117360	0.00238949
ENSG00000117362	0.000747022
ENSG00000117385	0.00101369
ENSG00000117394	0.00148907
ENSG00000117395	0.00184806
ENSG00000117408	0.000761004
ENSG00000117410	0.00162178
ENSG00000117411	0.00131467
ENSG00000117425	0.00183862
ENSG00000117448	0.00147295
ENSG00000117461	0.0045165
ENSG00000117472	0.00412232
ENSG00000117475	0.00140789
ENSG00000117477	0.000726055
ENSG00000117479	0.00324835
ENSG00000117480	0.0053071
ENSG00000117481	0.00271977
ENSG00000117500	0.00195286
ENSG00000117505	0.000975189
ENSG00000117519	0.00174067
ENSG00000117523	0.00190269
ENSG00000117525	0.00746755
ENSG00000117528	0.00341554
ENSG00000117533	0.00174797
ENSG00000117569	0.00199625
ENSG00000117592	0.00243938
ENSG00000117594	0.0187714
ENSG00000117595	0.00165125
ENSG00000117597	0.00364226
ENSG00000117601	0.000247067
ENSG00000117602	0.00158299
ENSG00000117616	0.00099569
ENSG00000117620	0.00301126
ENSG00000117625	0.00132203
ENSG00000117632	0.00404402
ENSG00000117640	0.00174547
ENSG00000117643	0.000867367
ENSG00000117676	0.00126654
ENSG00000117682	0.000981718
ENSG00000117691	0.00126512
ENSG00000117697	0.00134499
ENSG00000117713	0.00130503
ENSG00000117724	0.00167949
ENSG00000117748	0.00417997
ENSG00000117758	0.00116845
ENSG00000117791	0.00708512
ENSG00000117834	0.0117023
ENSG00000117859	0.00211061
ENSG00000117862	0.00191723
ENSG00000117868	0.0029187
ENSG00000117877	0.00119596
ENSG00000117899	0.00134584
ENSG00000117906	0.0010673
ENSG00000117971	0.00141777
ENSG00000117983	0.00250826
ENSG00000117984	0.00118661
ENSG00000118004	0.038981
ENSG00000118007	0.00154071
ENSG00000118046	0.00163807
ENSG00000118058	0.00113432
ENSG00000118094	0.000362503
ENSG00000118096	0.0036613
ENSG00000118113	0.0171563
ENSG00000118137	0.00242975
ENSG00000118160	0.001261
ENSG00000118162	0.00152257
ENSG00000118181	0.00232847
ENSG00000118193	0.000639736
ENSG00000118194	0.000968261
ENSG00000118197	0.00239125
ENSG00000118200	0.00276933
ENSG00000118217	0.00183298
ENSG00000118242	0.00252469
ENSG00000118246	0.0014403
ENSG00000118257	0.00234141
ENSG00000118260	0.0018669
ENSG00000118263	0.00194942
ENSG00000118276	0.00291144
ENSG00000118292	0.0129963
ENSG00000118307	0.0102998
ENSG00000118308	0.00841293
ENSG00000118322	0.00430852
ENSG00000118369	0.0026355
ENSG00000118402	0.00133639
ENSG00000118407	0.00345733
ENSG00000118418	0.00118627
ENSG00000118432	0.00174797
ENSG00000118473	0.00176898
ENSG00000118492	0.00997915
ENSG00000118495	2.63639
ENSG00000118496	0.00235028
ENSG00000118503	0.00050569
ENSG00000118507	0.0130183
ENSG00000118515	0.00384974
ENSG00000118518	0.00473311
ENSG00000118526	0.0133926
ENSG00000118557	0.00617225
ENSG00000118564	0.00201982
ENSG00000118579	0.00412568
ENSG00000118596	0.0455209
ENSG00000118640	0.00147254
ENSG00000118655	0.000650533
ENSG00000118680	0.00156439
ENSG00000118690	0.00158688
ENSG00000118705	0.000803137
ENSG00000118707	0.00254533
ENSG00000118729	0.00654348
ENSG00000118762	0.0014512
ENSG00000118785	0.00899213
ENSG00000118804	0.00186986
ENSG00000118816	0.000903124
ENSG00000118849	0.0167621
ENSG00000118855	0.00238689
ENSG00000118873	0.000875437
ENSG00000118898	0.00121256
ENSG00000118900	0.00112533
ENSG00000118922	0.00414727
ENSG00000118946	0.0391049
ENSG00000118960	0.00149326
ENSG00000118961	0.003913
ENSG00000118965	0.00135676
ENSG00000118971	0.00284605
ENSG00000118985	0.00338136
ENSG00000119004	0.00684354
ENSG00000119041	0.00450519
ENSG00000119125	0.00119481
ENSG00000119138	0.00186353
ENSG00000119139	0.00157533
ENSG00000119147	0.0656883
ENSG00000119185	0.00741704
ENSG00000119227	0.0264826
ENSG00000119231	0.00146907
ENSG00000119242	0.00211313
ENSG00000119280	0.001601
ENSG00000119283	0.0024938
ENSG00000119285	0.00164906
ENSG00000119314	0.00150541
ENSG00000119318	0.000972667
ENSG00000119321	0.00117467
ENSG00000119326	0.00585213
ENSG00000119328	0.00740512
ENSG00000119333	0.00254939
ENSG00000119383	0.00219937
ENSG00000119392	0.00178303
ENSG00000119397	0.00197103
ENSG00000119401	0.00120598
ENSG00000119402	0.00126497
ENSG00000119403	0.00319656
ENSG00000119408	0.0026719
ENSG00000119411	0.0024358
ENSG00000119414	0.00423531
ENSG00000119421	0.000996922
ENSG00000119431	0.00787893
ENSG00000119446	0.00200999
ENSG00000119457	0.00499096
ENSG00000119471	0.00198984
ENSG00000119487	0.0013337
ENSG00000119508	0.00249778
ENSG00000119514	0.00234681
ENSG00000119522	0.00100033
ENSG00000119535	0.00147107
ENSG00000119537	0.00265112
ENSG00000119559	0.00266083
ENSG00000119596	0.00111908
ENSG00000119599	0.00430423
ENSG00000119630	0.00436192
ENSG00000119636	0.0037591
ENSG00000119638	0.00137645
ENSG00000119640	0.00700835
ENSG00000119650	0.00393239
ENSG00000119661	0.00355978
ENSG00000119669	0.00194499
ENSG00000119681	0.00415368
ENSG00000119682	0.00180815
ENSG00000119684	0.00672414
ENSG00000119685	0.00207679
ENSG00000119686	0.00152327
ENSG00000119688	0.00141125
ENSG00000119689	0.0023831
ENSG00000119698	0.000307307
ENSG00000119703	0.0124989
ENSG00000119705	0.0068825
ENSG00000119707	0.00126165
ENSG00000119711	0.00151219
ENSG00000119718	0.00331355
ENSG00000119720	0.00135492
ENSG00000119723	0.00241529
ENSG00000119725	0.00676851
ENSG00000119729	0.00180789
ENSG00000119760	0.00249963
ENSG00000119771	0.00250618
ENSG00000119777	0.00130397
ENSG00000119778	0.00987493
ENSG00000119787	0.00234897
ENSG00000119801	0.0014161
ENSG00000119812	0.00259887
ENSG00000119820	0.00107219
ENSG00000119844	0.00232268
ENSG00000119862	0.00278416
ENSG00000119865	0.000740581
ENSG00000119866	0.00410766
ENSG00000119878	0.00752884
ENSG00000119888	0.00225572
ENSG00000119899	0.00262029
ENSG00000119900	0.00312864
ENSG00000119906	0.0012401
ENSG00000119917	0.00226421
ENSG00000119919	0.00126568
ENSG00000119922	0.00278874
ENSG00000119927	0.00702235
ENSG00000119929	0.00324118
ENSG00000119938	0.00397721
ENSG00000119943	0.0146009
ENSG00000119946	0.000679508
ENSG00000119950	0.0014038
ENSG00000119953	0.00186017
ENSG00000119969	0.000855617
ENSG00000119977	0.00320729
ENSG00000119986	0.00219313
ENSG00000120008	0.00239925
ENSG00000120029	0.00120367
ENSG00000120049	0.00115191
ENSG00000120053	0.000828881
ENSG00000120057	0.00280023
ENSG00000120075	0.000889632
ENSG00000120093	0.00199241
ENSG00000120129	0.00188096
ENSG00000120137	0.00127483
ENSG00000120156	0.0021082
ENSG00000120158	0.00323242
ENSG00000120159	0.00153954
ENSG00000120160	0.00101705
ENSG00000120162	0.00119505
ENSG00000120215	0.0191973
ENSG00000120217	0.00268858
ENSG00000120251	0.00129156
ENSG00000120253	0.00259826
ENSG00000120254	0.00545603
ENSG00000120256	0.0034161
ENSG00000120265	0.00159757
ENSG00000120278	0.0029743
ENSG00000120279	0.00434589
ENSG00000120306	0.00221209
ENSG00000120314	0.0031854
ENSG00000120318	0.00122481
ENSG00000120329	0.0110928
ENSG00000120332	0.00164182
ENSG00000120333	0.00174719
ENSG00000120341	0.00726044
ENSG00000120370	0.00147028
ENSG00000120437	0.00175614
ENSG00000120438	0.00134046
ENSG00000120440	0.00273846
ENSG00000120451	0.0101744
ENSG00000120457	0.0120306
ENSG00000120458	0.00452523
ENSG00000120471	0.0112602
ENSG00000120526	0.00188702
ENSG00000120533	0.00471204
ENSG00000120539	0.0140944
ENSG00000120549	0.00159365
ENSG00000120594	0.00235106
ENSG00000120616	0.00132905
ENSG00000120645	0.0030247
ENSG00000120647	0.00091453
ENSG00000120658	0.00415908
ENSG00000120662	0.00142567
ENSG00000120669	0.0685765
ENSG00000120675	0.0278339
ENSG00000120685	0.000951487
ENSG00000120686	0.00529553
ENSG00000120688	0.00609476
ENSG00000120690	0.00161793
ENSG00000120693	0.0011476
ENSG00000120694	0.000763843
ENSG00000120699	0.0010035
ENSG00000120705	0.000257591
ENSG00000120708	0.00830155
ENSG00000120709	0.00129391
ENSG00000120725	0.00150787
ENSG00000120729	0.00528385
ENSG00000120733	0.00130444
ENSG00000120738	0.00106822
ENSG00000120742	0.00125525
ENSG00000120756	0.000678707
ENSG00000120798	0.00305883
ENSG00000120800	0.00127708
ENSG00000120802	0.00104862
ENSG00000120805	0.00103856
ENSG00000120820	0.00195041
ENSG00000120832	0.00404834
ENSG00000120833	0.00322665
ENSG00000120837	0.00180928
ENSG00000120860	0.0039753
ENSG00000120868	0.00061003
ENSG00000120875	0.00180714
ENSG00000120885	0.00121215
ENSG00000120889	0.00175295
ENSG00000120896	0.000763469
ENSG00000120899	0.00162156
ENSG00000120903	0.00951382
ENSG00000120907	0.00597715
ENSG00000120910	0.00337523
ENSG00000120913	0.0024042
ENSG00000120915	0.0101054
ENSG00000120949	0.00157137
ENSG00000120963	0.00348501
ENSG00000121005	0.00785284
ENSG00000121022	0.000685316
ENSG00000121039	0.00355783
ENSG00000121057	0.0024506
ENSG00000121060	0.00224601
ENSG00000121064	0.00305959
ENSG00000121067	0.00175282
ENSG00000121068	0.00215092
ENSG00000121073	0.000925338
ENSG00000121075	0.00123982
ENSG00000121101	0.00081101
ENSG00000121104	0.00168872
ENSG00000121152	0.00412955
ENSG00000121210	0.00121527
ENSG00000121236	0.00901318
ENSG00000121281	0.00334338
ENSG00000121289	0.00592316
ENSG00000121297	0.001217
ENSG00000121310	0.00278398
ENSG00000121316	0.00353203
ENSG00000121351	0.0139296
ENSG00000121380	0.00107697
ENSG00000121390	0.00104529
ENSG00000121413	0.00338939
ENSG00000121417	0.00579984
ENSG00000121440	0.00647089
ENSG00000121446	0.00426196
ENSG00000121486	0.000346751
ENSG00000121542	0.000907396
ENSG00000121552	0.011882
ENSG00000121577	0.0038384
ENSG00000121578	0.00238356
ENSG00000121579	0.000708024
ENSG00000121594	0.00424589
ENSG00000121621	0.000279312
ENSG00000121644	0.00122255
ENSG00000121671	0.000776445
ENSG00000121680	0.00123329
ENSG00000121690	0.00452743
ENSG00000121691	0.00845746
ENSG00000121716	0.0184117
ENSG00000121741	0.00690283
ENSG00000121742	0.0407955
ENSG00000121749	0.00134956
ENSG00000121753	0.000664491
ENSG00000121766	0.00110361
ENSG00000121769	0.00100979
ENSG00000121775	0.00198106
ENSG00000121797	0.00470371
ENSG00000121807	0.0143185
ENSG00000121858	0.00293819
ENSG00000121864	0.00163218
ENSG00000121871	0.00572893
ENSG00000121879	0.00667835
ENSG00000121892	0.00158986
ENSG00000121895	0.118901
ENSG00000121897	0.00212535
ENSG00000121898	0.00646897
ENSG00000121900	0.0019797
ENSG00000121931	0.00643018
ENSG00000121933	0.00772012
ENSG00000121940	0.00189985
ENSG00000121957	0.002471
ENSG00000121964	0.00427162
ENSG00000121966	0.00172382
ENSG00000121989	0.00704613
ENSG00000122008	0.00125966
ENSG00000122025	0.257762
ENSG00000122026	0.00314517
ENSG00000122033	0.00198087
ENSG00000122034	0.00203435
ENSG00000122042	0.000939804
ENSG00000122068	0.00112482
ENSG00000122085	0.00486456
ENSG00000122140	0.00129606
ENSG00000122176	0.00819734
ENSG00000122180	0.00526938
ENSG00000122194	0.00377662
ENSG00000122203	0.00120223
ENSG00000122218	0.000778091
ENSG00000122223	0.00840988
ENSG00000122224	0.0131282
ENSG00000122254	0.0133549
ENSG00000122257	0.0012115
ENSG00000122299	0.00112319
ENSG00000122335	0.00492251
ENSG00000122359	0.00197476
ENSG00000122367	0.00470643
ENSG00000122378	0.0303071
ENSG00000122386	0.00152204
ENSG00000122390	0.0048651
ENSG00000122406	0.00404491
ENSG00000122417	0.00476254
ENSG00000122420	0.0132636
ENSG00000122435	0.001548
ENSG00000122477	0.00453307
ENSG00000122481	0.0059755
ENSG00000122482	0.00140277
ENSG00000122483	0.00191235
ENSG00000122484	0.00146503
ENSG00000122490	0.00261684
ENSG00000122507	0.00359322
ENSG00000122512	0.00139811
ENSG00000122515	0.00186948
ENSG00000122545	0.00460055
ENSG00000122547	0.00467943
