#  Table S1: These are the weighted harmonic mean of the GTEx VG estimates from different tissues. These estimates are not recommended for use in ANEVA-DOT.	
#GeneID	Avg_VG
ENSG00000023516	0.00163754
ENSG00000023572	0.0215238
ENSG00000023697	0.0112079
ENSG00000023839	0.00264764
ENSG00000023892	0.00186703
ENSG00000023902	0.00580251
ENSG00000023909	0.0200908
ENSG00000024048	0.00159699
ENSG00000024422	0.00086301
ENSG00000024862	0.00303658
ENSG00000025039	0.00230951
ENSG00000025293	0.00118538
ENSG00000025434	0.00431506
ENSG00000025708	0.0128362
ENSG00000025770	0.000886418
ENSG00000025772	0.00159798
ENSG00000025796	0.00222279
ENSG00000025800	0.00106781
ENSG00000026025	0.00245367
ENSG00000026103	0.00299506
ENSG00000026297	0.00839647
ENSG00000026508	0.00203405
ENSG00000026559	0.00719571
ENSG00000026652	0.00235564
ENSG00000026751	0.00463557
ENSG00000026950	0.0122572
ENSG00000027001	0.0421832
ENSG00000027075	0.00151582
ENSG00000027697	0.00270304
ENSG00000027847	0.00280614
ENSG00000027869	0.00167178
ENSG00000028116	0.00931322
ENSG00000028137	0.00168907
ENSG00000028203	0.00177749
ENSG00000028277	0.0020159
ENSG00000028310	0.00247006
ENSG00000028528	0.00119988
ENSG00000028839	0.00285654
ENSG00000029153	0.000467934
ENSG00000029364	0.00143095
ENSG00000029534	0.00176479
ENSG00000029639	0.0157878
ENSG00000029725	0.00823163
ENSG00000030066	0.00112605
ENSG00000030419	0.00210808
ENSG00000030582	0.00147682
ENSG00000031003	0.00149121
ENSG00000031081	0.00131173
ENSG00000031691	0.0265025
ENSG00000031698	0.00209256
ENSG00000032219	0.00191001
ENSG00000032389	0.00206259
ENSG00000032444	0.00183792
ENSG00000032742	0.0118434
ENSG00000033050	0.00130623
ENSG00000033100	0.00141588
ENSG00000033122	0.00136643
ENSG00000033170	0.00224305
ENSG00000033178	0.00198416
ENSG00000033327	0.00268282
ENSG00000033627	0.000849422
ENSG00000033800	0.004068
ENSG00000033867	0.00265092
ENSG00000034053	0.00087635
ENSG00000034510	0.00101525
ENSG00000034677	0.00197317
ENSG00000034713	0.00281621
ENSG00000034971	0.0197256
ENSG00000035115	0.00538474
ENSG00000035141	0.00353944
ENSG00000035403	0.00186051
ENSG00000035664	0.00485993
ENSG00000035681	0.00180327
ENSG00000035687	0.00270834
ENSG00000035720	0.00750657
ENSG00000035862	0.00102703
ENSG00000035928	0.00234135
ENSG00000036054	0.00362338
ENSG00000036257	0.000763049
ENSG00000036448	0.0133279
ENSG00000036672	0.0010483
ENSG00000036828	0.000480931
ENSG00000037042	0.00174919
ENSG00000037280	0.00225901
ENSG00000037474	0.00637695
ENSG00000037637	0.00127725
ENSG00000037749	0.00173454
ENSG00000037757	0.0324385
ENSG00000038002	0.0381469
ENSG00000038210	0.002785
ENSG00000038219	0.00245262
ENSG00000038274	0.000983999
ENSG00000038295	0.00102477
ENSG00000038358	0.00109088
ENSG00000038382	0.00138657
ENSG00000038427	0.002516
ENSG00000038532	0.00113579
ENSG00000038945	0.010746
ENSG00000039068	0.00179791
ENSG00000039123	0.00184518
ENSG00000039139	0.0448516
ENSG00000039319	0.00349819
ENSG00000039523	0.00120219
ENSG00000039537	0.00533888
ENSG00000039560	0.00317369
ENSG00000039600	0.00149233
ENSG00000040199	0.00216716
ENSG00000040275	0.00661561
ENSG00000040341	0.00159416
ENSG00000040487	0.00160698
ENSG00000040531	0.00470045
ENSG00000040933	0.00144883
ENSG00000041353	0.00513804
ENSG00000041357	0.00157808
ENSG00000041802	0.00501923
ENSG00000041982	0.0074653
ENSG00000042062	0.00182508
ENSG00000042088	0.00567603
ENSG00000042286	0.00191038
ENSG00000042317	0.00447227
ENSG00000042429	0.00483991
ENSG00000042445	0.0045843
ENSG00000042493	0.0139365
ENSG00000042753	0.000993809
ENSG00000042832	0.00532691
ENSG00000042980	0.00769652
ENSG00000043039	0.00113015
ENSG00000043093	0.00043
ENSG00000043143	0.0010867
ENSG00000043355	0.000631668
ENSG00000043462	0.00249129
ENSG00000043514	0.00435373
ENSG00000044012	0.00530479
ENSG00000044090	0.00222236
ENSG00000044115	0.00101927
ENSG00000044524	0.00672183
ENSG00000044574	0.00162664
ENSG00000046604	0.00235042
ENSG00000046889	0.00558181
ENSG00000047056	0.00228019
ENSG00000047188	0.00178216
ENSG00000047249	0.000768628
ENSG00000047315	0.0012505
ENSG00000047346	0.00249099
ENSG00000047365	0.0036558
ENSG00000047410	0.00111592
ENSG00000047457	0.00358261
ENSG00000047578	0.00112876
ENSG00000047579	0.00317076
ENSG00000047617	0.00710525
ENSG00000047621	0.000436977
ENSG00000047662	0.00613581
ENSG00000047849	0.00161157
ENSG00000047932	0.00166411
ENSG00000047936	0.00651894
ENSG00000048028	0.0008996
ENSG00000048052	0.00163708
ENSG00000048140	0.00195236
ENSG00000048162	0.0022722
ENSG00000048342	0.0106338
ENSG00000048392	0.0033239
ENSG00000048405	0.00441224
ENSG00000048471	0.00243031
ENSG00000048540	0.0111521
ENSG00000048544	0.00580354
ENSG00000048545	0.0139259
ENSG00000048649	0.0015588
ENSG00000048707	0.000895445
ENSG00000048740	0.0013753
ENSG00000048828	0.00068834
ENSG00000048991	0.00227916
ENSG00000049089	0.0012357
ENSG00000049130	0.00125378
ENSG00000049239	0.00494398
ENSG00000049245	0.00121414
ENSG00000049246	0.00111293
ENSG00000049283	0.00315264
ENSG00000049323	0.00257836
ENSG00000049449	0.0204838
ENSG00000049540	0.00141112
ENSG00000049541	0.00576576
ENSG00000049618	0.00108148
ENSG00000049656	0.00114887
ENSG00000049759	0.00156547
ENSG00000049860	0.00116671
ENSG00000050130	0.00156077
ENSG00000050165	0.00293893
ENSG00000050327	0.00329014
ENSG00000050393	0.00287029
ENSG00000050405	0.00183691
ENSG00000050426	0.00142789
ENSG00000050438	0.00269595
ENSG00000050555	0.0096963
ENSG00000050628	0.0019061
ENSG00000050748	0.00280883
ENSG00000050767	0.00844651
ENSG00000050820	0.00120169
ENSG00000051009	0.00267623
ENSG00000051108	0.00150461
ENSG00000051128	0.0019202
ENSG00000051180	0.0130177
ENSG00000051341	0.00123226
ENSG00000051382	0.00173011
ENSG00000051523	0.00318601
ENSG00000051620	0.00420847
ENSG00000051825	0.00196555
ENSG00000052126	0.00285814
ENSG00000052344	0.00268077
ENSG00000052723	0.00352729
ENSG00000052749	0.00342619
ENSG00000052795	0.00297127
ENSG00000052802	0.00185759
ENSG00000052841	0.000802634
ENSG00000053254	0.00494116
ENSG00000053371	0.00205786
ENSG00000053372	0.00245162
ENSG00000053524	0.00148157
ENSG00000053702	0.000694574
ENSG00000053747	0.00181155
ENSG00000053900	0.00417935
ENSG00000053918	0.0143086
ENSG00000054116	0.00401763
ENSG00000054118	0.00125171
ENSG00000054148	0.00119212
ENSG00000054179	0.0127831
ENSG00000054219	0.00774827
ENSG00000054267	0.00389147
ENSG00000054277	0.0177177
ENSG00000054282	0.00943314
ENSG00000054356	0.00255676
ENSG00000054392	0.0152691
ENSG00000054523	0.00165233
ENSG00000054598	0.00171623
ENSG00000054611	0.00231798
ENSG00000054654	0.00161249
ENSG00000054690	0.00236266
ENSG00000054793	0.00132243
ENSG00000054938	0.0192897
ENSG00000054965	0.000766582
ENSG00000054967	0.00237269
ENSG00000054983	0.00318576
ENSG00000055044	0.00153593
ENSG00000055070	0.00113695
ENSG00000055118	0.001256
ENSG00000055130	0.00130503
ENSG00000055147	0.00125423
ENSG00000055163	0.00117121
ENSG00000055208	0.00105543
ENSG00000055211	0.00487428
ENSG00000055332	0.00132457
ENSG00000055483	0.00297838
ENSG00000055609	0.00102056
ENSG00000055732	0.00448997
ENSG00000055813	0.0146799
ENSG00000055917	0.00115219
ENSG00000055950	0.00962792
ENSG00000055955	0.0027169
ENSG00000055957	0.00203776
ENSG00000056050	0.00185625
ENSG00000056097	0.00231303
ENSG00000056487	0.00181295
ENSG00000056558	0.00668151
ENSG00000056586	0.000835065
ENSG00000056736	0.00978086
ENSG00000056972	0.00153479
ENSG00000057019	0.00190742
ENSG00000057149	0.0637546
ENSG00000057252	0.00275272
ENSG00000057294	0.00325161
ENSG00000057608	0.0013457
ENSG00000057657	0.00278156
ENSG00000057704	0.00444709
ENSG00000057757	0.0011529
ENSG00000057935	0.00131852
ENSG00000058056	0.00137308
ENSG00000058063	0.00150137
ENSG00000058085	0.00835284
ENSG00000058091	0.00174343
ENSG00000058262	0.000691245
ENSG00000058272	0.00133368
ENSG00000058335	0.00182397
ENSG00000058404	0.00252674
ENSG00000058453	0.00218643
ENSG00000058600	0.00110467
ENSG00000058668	0.00148157
ENSG00000058673	0.00168477
ENSG00000058729	0.00152558
ENSG00000058799	0.00272117
ENSG00000058866	0.00260763
ENSG00000059122	0.0371487
ENSG00000059145	0.00119005
ENSG00000059377	0.0100499
ENSG00000059378	0.00193899
ENSG00000059573	0.00173585
ENSG00000059588	0.00185408
ENSG00000059691	0.00256818
ENSG00000059728	0.00122786
ENSG00000059758	0.00153
ENSG00000059769	0.00147802
ENSG00000059804	0.0116718
ENSG00000059915	0.00138885
ENSG00000060069	0.000825265
ENSG00000060138	0.00263769
ENSG00000060140	0.002839
ENSG00000060237	0.00130265
ENSG00000060339	0.001342
ENSG00000060491	0.00192881
ENSG00000060558	0.00686998
ENSG00000060566	0.0124188
ENSG00000060656	0.00308
ENSG00000060688	0.000834944
ENSG00000060709	0.0032807
ENSG00000060718	0.0070469
ENSG00000060749	0.000945739
ENSG00000060762	0.00122997
ENSG00000060971	0.00119202
ENSG00000060982	0.00375195
ENSG00000061273	0.00190981
ENSG00000061337	0.000684238
ENSG00000061455	0.0107032
ENSG00000061656	0.00603586
ENSG00000061676	0.00128613
ENSG00000061794	0.00126612
ENSG00000061918	0.00102651
ENSG00000061936	0.00107602
ENSG00000061938	0.00175059
ENSG00000061987	0.0012081
ENSG00000062038	0.0020834
ENSG00000062194	0.00135026
ENSG00000062282	0.00265296
ENSG00000062485	0.00279125
ENSG00000062524	0.274139
ENSG00000062582	0.000420575
ENSG00000062598	0.00183202
ENSG00000062650	0.000997023
ENSG00000062716	0.000708325
ENSG00000062725	0.000726631
ENSG00000062822	0.000852369
ENSG00000063015	0.000494992
ENSG00000063046	0.0243376
ENSG00000063127	0.000249253
ENSG00000063169	0.000949854
ENSG00000063176	0.00100346
ENSG00000063177	0.0137198
ENSG00000063241	0.00182162
ENSG00000063244	0.000563222
ENSG00000063245	0.000524655
ENSG00000063322	0.00144893
ENSG00000063438	0.0124166
ENSG00000063660	0.0021857
ENSG00000063761	0.00396179
ENSG00000063854	0.00478446
ENSG00000063978	0.00220852
ENSG00000064012	0.0203983
ENSG00000064042	0.00144834
ENSG00000064102	0.00117882
ENSG00000064115	0.00303223
ENSG00000064195	0.000921832
ENSG00000064201	0.0283218
ENSG00000064205	0.013962
ENSG00000064218	0.00654893
ENSG00000064225	0.00254373
ENSG00000064270	0.0185021
ENSG00000064300	0.00480205
ENSG00000064309	0.00851632
ENSG00000064313	0.0018118
ENSG00000064393	0.00118608
ENSG00000064419	0.00125662
ENSG00000064490	0.00141443
ENSG00000064545	0.00148858
ENSG00000064547	0.00319163
ENSG00000064601	0.00879873
ENSG00000064607	0.00112606
ENSG00000064651	0.00163849
ENSG00000064652	0.00526139
ENSG00000064655	0.00170399
ENSG00000064666	0.00310799
ENSG00000064687	0.00579829
ENSG00000064703	0.000650611
ENSG00000064726	0.00163208
ENSG00000064763	0.00117332
ENSG00000064787	0.00291817
ENSG00000064835	0.00350118
ENSG00000064886	0.0357018
ENSG00000064932	0.00127489
ENSG00000064933	0.0112534
ENSG00000064961	0.000749258
ENSG00000064989	0.00411947
ENSG00000064995	0.00118154
ENSG00000064999	0.000950785
ENSG00000065000	0.000910968
ENSG00000065029	0.00134534
ENSG00000065054	0.00496569
ENSG00000065060	0.00268396
ENSG00000065135	0.00135937
ENSG00000065150	0.00097808
ENSG00000065154	0.00255268
ENSG00000065183	0.000534509
ENSG00000065243	0.00149334
ENSG00000065268	0.0193541
ENSG00000065308	0.00178923
ENSG00000065320	0.00594605
ENSG00000065325	0.0443286
ENSG00000065328	0.000527016
ENSG00000065357	0.00167653
ENSG00000065361	0.00103098
ENSG00000065413	0.00427169
ENSG00000065427	0.00104961
ENSG00000065457	0.00326918
ENSG00000065485	0.00227966
ENSG00000065491	0.00126364
ENSG00000065518	0.00385705
ENSG00000065526	0.000834584
ENSG00000065534	0.00127189
ENSG00000065548	0.0101844
ENSG00000065559	0.00218189
ENSG00000065609	0.000710147
ENSG00000065613	0.00196642
ENSG00000065615	0.00193156
ENSG00000065618	0.00110285
ENSG00000065621	0.00761354
ENSG00000065665	0.00263707
ENSG00000065675	0.00330182
ENSG00000065717	0.00194036
ENSG00000065802	0.00171871
ENSG00000065809	0.00358063
ENSG00000065833	0.00301962
ENSG00000065882	0.00158668
ENSG00000065883	0.000997493
ENSG00000065911	0.00108789
ENSG00000065970	0.00149168
ENSG00000065978	0.0124844
ENSG00000065989	0.00207761
ENSG00000066027	0.00157232
ENSG00000066032	0.00125205
ENSG00000066044	0.000900198
ENSG00000066056	0.00331254
ENSG00000066084	0.00202226
ENSG00000066135	0.00453179
ENSG00000066136	0.00238316
ENSG00000066185	0.015011
ENSG00000066230	0.0129051
ENSG00000066248	0.00208277
ENSG00000066279	0.00174949
ENSG00000066294	0.00474675
ENSG00000066336	0.00274888
ENSG00000066382	0.00342328
ENSG00000066405	0.00411752
ENSG00000066427	0.00285828
ENSG00000066455	0.00105564
ENSG00000066468	0.00169222
ENSG00000066557	0.00054063
ENSG00000066583	0.00241487
ENSG00000066629	0.0019494
ENSG00000066654	0.00173531
ENSG00000066697	0.00418955
ENSG00000066735	0.00279988
ENSG00000066739	0.00159931
ENSG00000066813	0.0101651
ENSG00000066827	0.00749175
ENSG00000066855	0.00703875
ENSG00000066923	0.000870487
ENSG00000066926	0.00236702
ENSG00000066933	0.002065
ENSG00000067057	0.00425239
ENSG00000067064	0.00289126
ENSG00000067066	0.00370516
ENSG00000067082	0.00150063
ENSG00000067113	0.00225625
ENSG00000067141	0.00142435
ENSG00000067182	0.00168617
ENSG00000067191	0.00245074
ENSG00000067208	0.00303971
ENSG00000067221	0.00116935
ENSG00000067225	0.001034
ENSG00000067248	0.000969606
ENSG00000067334	0.00248737
ENSG00000067365	0.00417831
ENSG00000067369	0.0021577
ENSG00000067533	0.0141308
ENSG00000067560	0.000376039
ENSG00000067596	0.00186205
ENSG00000067606	0.00218274
ENSG00000067704	0.0012012
ENSG00000067715	0.0008059
ENSG00000067798	0.001724
ENSG00000067836	0.00206563
ENSG00000068001	0.000904641
ENSG00000068024	0.00244235
ENSG00000068028	0.00128921
ENSG00000068078	0.0012752
ENSG00000068079	0.00143289
ENSG00000068120	0.0010597
ENSG00000068137	0.00290683
ENSG00000068305	0.0019047
ENSG00000068383	0.00176402
ENSG00000068489	0.000553037
ENSG00000068615	0.00307312
ENSG00000068650	0.00159889
ENSG00000068654	0.00665662
ENSG00000068697	0.000698029
ENSG00000068724	0.00150026
ENSG00000068745	0.00157752
ENSG00000068781	0.00640173
ENSG00000068784	0.000726313
ENSG00000068831	0.000877482
ENSG00000068878	0.00158307
ENSG00000068885	0.00115584
ENSG00000068903	0.00221303
ENSG00000068912	0.00161058
ENSG00000068971	0.00077205
ENSG00000068976	0.00118189
ENSG00000069011	0.00294107
ENSG00000069020	0.000795671
ENSG00000069122	0.00298956
ENSG00000069188	0.00365001
ENSG00000069248	0.00305383
ENSG00000069275	0.00117009
ENSG00000069399	0.00151485
ENSG00000069424	0.00195772
ENSG00000069431	0.00073471
ENSG00000069482	0.00831092
ENSG00000069493	0.0140577
ENSG00000069667	0.0021117
ENSG00000069702	0.00177886
ENSG00000069812	0.00694915
ENSG00000069849	0.00455695
ENSG00000069869	0.00282072
ENSG00000069943	0.00454439
ENSG00000069956	0.00122559
ENSG00000069966	0.00317176
ENSG00000069974	0.00271507
ENSG00000069998	0.00219509
ENSG00000070010	0.00214574
ENSG00000070018	0.00146324
ENSG00000070047	0.000897844
ENSG00000070061	0.00141341
ENSG00000070081	0.00330482
ENSG00000070087	0.00342033
ENSG00000070159	0.00274536
ENSG00000070182	0.0012127
ENSG00000070190	0.00179784
ENSG00000070193	0.00665575
ENSG00000070214	0.00166728
ENSG00000070269	0.00230862
ENSG00000070366	0.0022859
ENSG00000070367	0.000550841
ENSG00000070371	0.00539491
ENSG00000070388	0.00370148
ENSG00000070404	0.00230674
ENSG00000070413	0.00227639
ENSG00000070423	0.000863062
ENSG00000070444	0.0009778
ENSG00000070476	0.00211262
ENSG00000070495	0.00124211
ENSG00000070526	0.00698173
ENSG00000070540	0.00739033
ENSG00000070601	0.0230017
ENSG00000070610	0.00129219
ENSG00000070614	0.00172522
ENSG00000070669	0.00318625
ENSG00000070718	0.00138494
ENSG00000070731	0.00798465
ENSG00000070756	0.0148491
ENSG00000070759	0.00281218
ENSG00000070761	0.000797684
ENSG00000070770	0.00137421
ENSG00000070778	0.00153125
ENSG00000070785	0.00263277
ENSG00000070808	0.000943662
